Gedad Vict;Año I;Canton;Provincia;Tipo muerte SRMCE2;NDD;Accion Infraccion;Agravantes 142 1;Agravantes 142 2;Agravantes 142 3;Agravantes 142 4;Ambito Genero;anteced VBG vict;Anteced Vic;Anteced Vict;Antecedentes2;antecedVBG vic vict;Años Privac;Apelacion;Area;Arma Especif;Atenuantes Art 42;Casacion;Categoria Tipificada;Categoria Vict;Circunstancias Art 140;Cod Provin;Cuenta Noticia Delito;Cuenta Victima;Defensor Publico;Delito Sent Ejec;Delito Sentencia;Dictamen;Disc Vic;Edad Reproductiva;Edad Vic;Edad Vict;Embarazo Vic;Estado Causa;Estado Ppl;Estcivil Vic;Estcivil Vict;Etnia Vic;Etnia Vict;Fecha Acta;fecha actualizacionCJ;Fecha Detencion;Fecha I;fecha ingresaMatriz;Fecha M;Fecha Ndd;Fecha Proceso;fecha reformulacion NDD;Fecha Sentencia;Fechafallec Vict;Garantia No Repeticion;Gedad Vic;Glbti Vic;Hijos Vic;Hora Acta;Hora I;Hora Ndd;Id Victima;Indemnizacion;Indicio Asex;Ingresa;Intento Suicidio;Latitud;Longitud;Lugar Especif;Lugar Hecho;Mas Buscados;Med Cautelares Art522;Mes I;Mod Tipo Penal Otro;Muerte Victimario;Nac Vic;Nac Vict;Ndd Pd;Ndd Reformulacion;ndd tipoPenal Actual;ndd tipoPenal Inicia;Niña Adoles;Nivel Educación Vic;Nivin Vic;Nivin Vict;Noticia Delito;Num Vic Conex;Numero Juicio;Numhijos Vic;Ocupa Vic;Ocupa Vict;Orden Captura;Otros Agravantes Art 47;Otros Victimarios;Otrosproced Vict;Otrosproced Vict2;otrosProces vic vict;Pcausa M;Ppl Menor;Presun Motiva;presun motivaEsp;Privac Modif;Profesion Vic;Profesion Vict;Profugo Victimario;Rehabilitacion;rela vicConex;Relacion Vic Agresor;reportada PD;Resol Apela;Resol Casac;Restitucion;Satisfaccion Simbolica;Sexo Vic;Sexo Vict;Termina Causa;Tipo Arma;Tipo muerte SRMCE;Tipo Sent Ejec;Tipo Sentencia;Vic Conex;Victimas Indirect
ENTRE 45 Y 64 AÑOS;2018;SUCRE;MANABI;FEMICIDIO;131401818030031;;NO;NO;NO;NO;PUBLICO;NO;NO;NO;;NO;26 AÑOS;NO;URBANA;SIN DATO;NO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;13;1;1;SI;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;40;48;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;13/3/2018;;13/3/2018;13/3/2018;;13/3/2018;14/3/2018;13/3/2018;;25/9/2019 0:00:00;NO APLICA;SI;ENTRE 35 Y 44 AÑOS;NO;SI;12:50;09:45;30/12/1899 10:41:00;37017;SI;;FLAGRANCIA;SI;-0,7737;-80,51247;OTRO LUGAR;QUINTAS;NO APLICA;6;3;NO APLICA;NO APLICA;VENEZUELA;VENEZUELA;;NO;141 FEMICIDIO;141 FEMICIDIO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;13253201800071;4;QUEHACER DOMESTICOS;DESEMPLEADO;NO APLICA;NO;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA COMUNITARIA;EMOCIONAL;NO APLICA;OTROS;PINTOR;NO;SI;NO APLICA;EXCONVIVIENTE;;NO APLICA;NO APLICA;SI;SI;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;HIJAS/OS
ENTRE 35 Y 44 AÑOS;2018;GUAYAQUIL;GUAYAS;OTRAS MUERTES VIOLENTAS;090101818032749;140 ASESINATO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;09;1;1;;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;NO;62;36;NO APLICA;JUICIO;PROFUGO;CASADO/A;SOLTERO/A;MESTIZO/A;BLANCO/A;14/3/2018;27/6/2021;30/12/1899;14/3/2018;;14/3/2018;14/3/2018;21/8/2019;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 45 Y 64 AÑOS;NO;SIN DATO;11:00;05:45;30/12/1899 21:24:18;37054;NO APLICA;;SAI;SIN DATO;-2,23329555;-80,00837004;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;3;NO APLICA;NO APLICA;ECUADOR;KOSOVO;;NO;140 ASESINATO;140 ASESINATO;;SUPERIOR;SUPERIOR;SIN DATO;1;1;09285201902408;SIN DATO;ECONOMISTA;SIN DATO;SI;NO APLICA;SI;NO;;NO;HERIDA POR ARMA DE FUEGO;NO;DELINCUENCIA COMUN;AMENAZA;NO APLICA;NO DETERMINADO;EMPRESARIO;SI;NO APLICA;CONVIVIENTE;DESCONOCIDO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA DE FUEGO;ASESINATO;NO APLICA;NO APLICA;SI;NO APLICA
ENTRE 35 Y 44 AÑOS;2018;ALAUSI;CHIMBORAZO;FEMICIDIO;060201818030014;;NO;SI;NO;NO;PRIVADO;SIN DATO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;26 AÑOS;SI;RURAL;NINGUNA;NO;SI;FEMICIDIO;SENTENCIADO;NO APLICA;06;1;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;35;38;NO;RESUELTA;SENTENCIADO;CASADO/A;CASADO/A;INDIGENA;INDIGENA;5/4/2018;13/3/2022;30/12/1899;15/3/2018;;5/4/2018;17/4/2018;20/6/2018;;20/2/2019 0:00:00;NO APLICA;NO;ENTRE 35 Y 44 AÑOS;NO;SIN DATO;07:00;15:00;30/12/1899 13:20:41;37445;SI;NO;SAI;NO;-2,283169;-78,768171;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;3;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;140 ASESINATO;140 ASESINATO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;06102201800409;SIN DATO;QUEHACER DOMESTICOS;SIN DATO;SI;NO;NO;NO;;NO;HERIDAS CONTUSAS;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO DETERMINADO;AGRICULTOR;NO;NO;NO APLICA;CONYUGE;NO;RECHAZANDO RECURSO;NEGANDO RECURSO;NO;NO;MUJER;HOMBRE;SENTENCIA;OTROS;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 35 Y 44 AÑOS;2018;QUITO;PICHINCHA;OTRAS MUERTES VIOLENTAS;170101818040827;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;ROBO;SI;NO IDENTIFICADO;NO APLICA;NO;URBANA;CUCHILLO;NO APLICA;NO;ASESINATO;NO IDENTIFICADO;NO APLICA;17;1;1;;NO APLICA;NO APLICA;ABSTENTIVO;NINGUNA;SI;21;38;NO;RESUELTA;NO APLICA;CASADO/A;SIN DATO;MESTIZO/A;MESTIZO/A;20/3/2018;;30/12/1899;19/3/2018;;19/3/2020;5/4/2018;21/3/2018;;4/1/2019 0:00:00;NO APLICA;NO APLICA;ENTRE 15 Y 24 AÑOS;NO;NO;00:00;22:00;30/12/1899 10:45:01;37143;NO APLICA;;SAI;NO IDENTIFICADO;-0,191932;-78,384989;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;3;NO APLICA;NO APLICA;VENEZUELA;COLOMBIA;;NO;140 ASESINATO;140 ASESINATO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;17282201800956;NO APLICA;SIN DATO;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO IDENTIFICADO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA COMUNITARIA;RIÑAS;NO APLICA;OTROS;SIN DATO;NO;NO APLICA;NO APLICA;NO IDENTIFICADO;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;HOMICIDIO;RATIFICATORIA DE INOCENCIA;RATIFICATORIA DE INOCENCIA;NO;NO APLICA
DE 65 AÑOS Y MÁS;2018;RIOVERDE;ESMERALDAS;FEMICIDIO;080701818030020;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO APLICA;NO APLICA;RURAL;MACHETE;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;08;1;1;SI;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;NO;71;80;NO APLICA;JUICIO;NO APLICA;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;22/3/2018;;30/12/1899;22/3/2018;;22/3/2018;23/3/2018;23/3/2018;;30/12/1899 0:00:00;NO APLICA;NO APLICA;DE 65 AÑOS Y MÁS;NO;SI;21:45;14:30;30/12/1899 13:55:12;37202;NO APLICA;;SAI;SIN DATO;0,960316940;-79,277980161;DOMICILIO FAMILIAR;FINCA;NO APLICA;3;3;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;08282201800513;SIN DATO;QUEHACER DOMESTICOS;SIN DATO;NO APLICA;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;OTROS;JORNALERO;NO;NO APLICA;NO APLICA;CONYUGE;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 15 Y 24 AÑOS;2018;SANTO DOMINGO;SANTO DOMINGO DE LOS TSACHILAS;FEMICIDIO;230101818030613-1;;NO;SI;SI;NO;PRIVADO;NO;NO;NO;;VIOLENCIA FISICA Y PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;40 AÑOS;SI;URBANA;BATE;NO;NO;FEMICIDIO;SENTENCIADO;7;23;1;1;;"141 FEMICIDIO; 140 ASESINATO; 140-39 TENTATIVA DE ASESINATO";"141 FEMICIDIO; 140 ASESINATO; 140-39 TENTATIVA DE ASESINATO";ACUSATORIO;NINGUNA;SI;19;21;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;23/3/2018;;23/3/2018;23/3/2018;;23/3/2018;25/3/2018;24/3/2018;;31/10/2018 0:00:00;NO APLICA;NO;ENTRE 15 Y 24 AÑOS;NO;SI;21:00;20:00;30/12/1899 17:11:42;37219;SI;;FLAGRANCIA;SIN DATO;-0,274034;-79,21297;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;3;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;EDUCACION BASICA;EDUCACION BASICA;1;NO APLICA;23281201800657;2;ESTUDIANTE;ALBAÑIL;NO APLICA;NO;NO;NO;;NO;HERIDAS CONTUSAS;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;34 AÑOS Y 6 MESES;OTROS;EMPLEADO PRIVADO;NO;NO;NO APLICA;EXCONVIVIENTE;;REVOCATORIA/MODIFICACION DE LA PENA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA CONTUNDENTE;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;"HIJA/O; PADRE"
ENTRE 25 Y 34 AÑOS;2018;GUAYAQUIL;GUAYAS;OTRAS MUERTES VIOLENTAS;090101818034777;;NO;NO;NO;NO;PUBLICO;NO;NO;NO;;NO;34 AÑOS Y 8 MESES;SI;URBANA;SIN DATO;42;NO;ASESINATO;SENTENCIADO;NO APLICA;09;1;1;;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;SI;30;26;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;25/3/2018;16/1/2022;10/5/2018;25/3/2018;;25/3/2018;25/3/2018;10/5/2018;;24/7/2019 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SIN DATO;02:40;00:20;30/12/1899 8:19:44;37240;SI;NO;SAI;NO;-2,2257994;-79,8892683;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;3;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;144 HOMICIDIO;144 HOMICIDIO;;SIN DATO;SIN DATO;SIN DATO;1;3;09284201801580;SIN DATO;PASTELERA;SIN DATO;NO APLICA;47.14;SI;NO;;NO;HERIDA POR ARMA DE FUEGO;NO;DELINCUENCIA COMUN;AMENAZA;NO APLICA;NO DETERMINADO;EMPLEADO;NO;NO;CONOCIDO(S);DESCONOCIDO;NO;NEGANDO RECURSO;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA DE FUEGO;ASESINATO;CONDENATORIA;CONDENATORIA;SI;SIN DATO
ENTRE 25 Y 34 AÑOS;2018;IBARRA;IMBABURA;OTRAS MUERTES VIOLENTAS;100101818030499;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;NO APLICA;NO APLICA;RURAL;SIN DATO;NO APLICA;NO APLICA;ASESINATO;SOSPECHOSO;NO APLICA;10;1;1;;NO APLICA;NO APLICA;NO APLICA;NINGUNA;SI;43;27;NO;INVESTIGACION PREVIA;NO APLICA;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;26/3/2018;;30/12/1899;26/3/2018;;26/3/2018;29/3/2018;;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;07:00;04:00;30/12/1899 13:52:00;37282;NO APLICA;;SAI;SIN DATO;0,788673600;-78,288066264;OTRO LUGAR;TERRENO BALDIO;NO APLICA;6;3;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;;SIN DATO;QUEHACER DOMESTICOS;SIN DATO;SIN DATO;NO APLICA;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO APLICA;VIOLENCIA COMUNITARIA;ACTOS DE ODIO;NO APLICA;NO DETERMINADO;JORNALERO;SI;NO APLICA;NO APLICA;PAREJA;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA BLANCA;ASESINATO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 15 Y 24 AÑOS;2018;MORONA;MORONA SANTIAGO;OTRAS MUERTES VIOLENTAS;140101818030129;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;"ROBO; TRAFICO ILICITO DE SUSTANCIAS CATALOGADAS SUJETAS A FISCALIZACION";SI;NO IDENTIFICADO;NO APLICA;NO;URBANA;SIN DATO;NO APLICA;NO;ROBO CON MUERTE;NO IDENTIFICADO;NO APLICA;14;1;1;;NO APLICA;NO APLICA;SIN DATO;NINGUNA;NO;89;21;NO APLICA;RESUELTA;NO APLICA;CASADO/A;SOLTERO/A;MESTIZO/A;INDIGENA;27/3/2018;;30/12/1899;27/3/2018;;27/3/2018;28/3/2018;29/3/2018;;21/3/2019 0:00:00;NO APLICA;NO APLICA;DE 65 AÑOS Y MÁS;NO;SI;15:20;10:00;30/12/1899 14:53:27;37308;NO APLICA;;SAI;NO IDENTIFICADO;-2,3062241;-78,1153707;DOMICILIO DE LA VICTIMA;CASA/VILLA;NO APLICA;6;3;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;189 ROBO;189 ROBO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;14255201800249;SIN DATO;QUEHACER DOMESTICOS;SIN DATO;SIN DATO;NO APLICA;SI;NO;;NO IDENTIFICADO;AHORCADURA;NO APLICA;DELINCUENCIA COMUN;ROBO A DOMICILIOS;NO APLICA;OTROS;ESTUDIANTE;NO;NO APLICA;NO APLICA;NO IDENTIFICADO;NO;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;SENTENCIA;CONSTRICTORA;ASESINATO;RATIFICATORIA DE INOCENCIA;RATIFICATORIA DE INOCENCIA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2018;ROCAFUERTE;MANABI;FEMICIDIO;131201818040029;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;URBANA;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;13;1;1;;NO APLICA;NO APLICA;ACUSATORIO;NINGUNA;SI;42;38;NO;JUICIO;PROCESADO;SOLTERO/A;CASADO/A;MESTIZO/A;MESTIZO/A;10/4/2018;3/7/2022;16/11/2018;3/4/2018;;10/4/2018;11/4/2018;8/11/2018;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 35 Y 44 AÑOS;NO;SI;15:00;03:00;30/12/1899 15:50:00;37551;NO APLICA;;SAI;SIN DATO;-0,92234708;-80,44857735;DOMICILIO FAMILIAR;CASA/VILLA;NO;6;4;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;PRIMARIA;1;NO APLICA;13573201800221;SIN DATO;QUEHACER DOMESTICOS;SIN DATO;SI;NO APLICA;NO;JUICIO DE ALIMENTOS;;NO;INTOXICACION;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;OTROS;ESTUDIANTE;NO;NO APLICA;NO APLICA;CONYUGE;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;SUSTANCIAS;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 25 Y 34 AÑOS;2018;CUMANDA;CHIMBORAZO;OTRAS MUERTES VIOLENTAS;061001818040005;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PUBLICO;NO;NO;NO;;NO;22 AÑOS;NO;URBANA;SIN DATO;;NO;ROBO CON MUERTE;SENTENCIADO;NO APLICA;06;1;1;;189 ROBO;189.6 ROBO;ACUSATORIO;NINGUNA;SI;21;26;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;8/4/2018;;8/4/2018;7/4/2018;;7/4/2018;9/4/2018;8/4/2018;;19/9/2019 0:00:00;NO APLICA;NO;ENTRE 15 Y 24 AÑOS;NO;NO;03:08;21:40;30/12/1899 8:25:14;37501;SI;;FLAGRANCIA;SIN DATO;-2,19640091;-79,10760511;OTRO LUGAR;NIGHT CLUBS;NO APLICA;6;4;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;189 ROBO;189 ROBO;;SIN DATO;SIN DATO;SIN DATO;1;NO APLICA;06336201800113;NO APLICA;TRABAJADORA SEXUAL;SIN DATO;NO APLICA;;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;DELINCUENCIA COMUN;ROBO A PERSONAS;NO APLICA;EMPLEADA;ESTUDIANTE;NO;NO;NO APLICA;DESCONOCIDO;;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 35 Y 44 AÑOS;2018;RIOVERDE;ESMERALDAS;FEMICIDIO;080701818040010;;SIN DATO;SIN DATO;SIN DATO;SIN DATO;PRIVADO;NO;NO;NO;;NO;26 AÑOS;NO;RURAL;MACHETE;SIN DATO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;08;1;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;32;36;NO;RESUELTA;SENTENCIADO;SOLTERO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;8/4/2018;3/7/2022;13/6/2020;8/4/2018;;8/4/2018;10/4/2018;25/5/2018;;13/9/2021 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SI;09:40;06:30;30/12/1899 13:00:00;37515;SI;NO;SAI;NO;1,062807998;-79,375283258;DOMICILIO FAMILIAR;CASA/VILLA;SI;6;4;NO APLICA;NO APLICA;ECUADOR;ECUADOR;NO APLICA;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;PRIMARIA;1;NO APLICA;08282201800906;5;QUEHACER DOMESTICOS;SIN DATO;SI;SIN DATO;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;MALTRATO;NO APLICA;NO DETERMINADO;EMPLEADO PARTICULAR;NO;NO;NO APLICA;CONVIVIENTE;NO;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;HIJOS/AS
ENTRE 45 Y 64 AÑOS;2018;QUITO;PICHINCHA;FEMICIDIO;170101818042227;;NO;SI;NO;SI;PUBLICO;NO;NO;NO;;NO;26 AÑOS;NO;RURAL;CUCHILLO;NO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;17;1;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;48;51;NO;RESUELTA;SENTENCIADO;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;10/4/2018;;12/4/2018;10/4/2018;;10/4/2018;11/4/2018;12/4/2018;;27/2/2019 0:00:00;NO APLICA;NO;ENTRE 45 Y 64 AÑOS;NO;SI;21:30;18:55;30/12/1899 14:30:00;37547;SI;;SAI;SIN DATO;-0,1157;-78,4478;OTRO LUGAR;VIA PUBLICA;NO APLICA;6;4;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;SIN DATO;1;NO APLICA;17282201801258;3;QUEHACER DOMESTICOS;ALBAÑIL;NO APLICA;NO;NO;JUICIO DE ALIMENTOS;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;OTROS;ALBAÑIL;NO;NO;NO APLICA;CONVIVIENTE;;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA BLANCA;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;HIJA/OS
ENTRE 15 Y 24 AÑOS;2018;QUITO;PICHINCHA;OTRAS MUERTES VIOLENTAS;170101818042138;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO APLICA;NO;;NO;14 AÑOS Y 8 MESES;SI;URBANA;SIN DATO;NO;NO;ASESINATO;SENTENCIADO;NO APLICA;17;1;1;;140 ASESINATO;140 ASESINATO;ACUSATORIO;NINGUNA;NO;4;22;NO APLICA;RESUELTA;SENTENCIADO;NO APLICA;SOLTERO/A;MESTIZO/A;MESTIZO/A;11/4/2018;;13/4/2018;11/4/2018;;11/4/2018;12/4/2018;12/4/2018;;28/2/2019 0:00:00;NO APLICA;NO;MENORES DE 15 AÑOS;NO;NO APLICA;10:30;06:30;30/12/1899 5:14:00;37561;SI;;FLAGRANCIA;SIN DATO;-0,319688;-78,560939;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;4;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;140 ASESINATO;140 ASESINATO;Niña;NINGUNO;NINGUNO;SIN DATO;1;NO APLICA;17283201800716;NO APLICA;NO APLICA;SIN DATO;NO APLICA;47.11;NO;NO;;NO;HERIDA POR ARMA BLANCA;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;NO APLICA;ESTUDIANTE;NO;NO;NO APLICA;PARIENTE CONSANGUINEO (FAMILIAR);;RATIFICA SENTENCIA;NO APLICA;NO;NO;MUJER;MUJER;SENTENCIA;ARMA BLANCA;ASESINATO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
ENTRE 45 Y 64 AÑOS;2018;CASCALES;SUCUMBIOS;FEMICIDIO;210601818040005;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;PRIVADO;NO;NO;NO;;NO;NO APLICA;NO APLICA;RURAL;SIN DATO;NO APLICA;NO APLICA;FEMICIDIO;SOSPECHOSO;NO APLICA;21;1;1;;NO APLICA;NO APLICA;NO APLICA;FISICA;SI;47;55;NO;INVESTIGACION PREVIA;PROCESADO;CASADO/A;CASADO/A;MESTIZO/A;MESTIZO/A;11/4/2018;;11/4/2018;11/4/2018;;11/4/2018;11/4/2018;11/4/2018;;30/12/1899 0:00:00;NO APLICA;NO APLICA;ENTRE 45 Y 64 AÑOS;NO;NO;10:00;05:15;30/12/1899 5:15:00;37560;NO APLICA;;FLAGRANCIA;SIN DATO;0,083738145;-77,122360898;DOMICILIO FAMILIAR;CASA/VILLA;NO APLICA;6;4;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;EDUCACION BASICA;PRIMARIA;PRIMARIA;1;NO APLICA;21333201800141;NO APLICA;QUEHACER DOMESTICOS;AGRICULTOR;NO APLICA;NO APLICA;NO;NO;;NO;HERIDAS CONTUSAS;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;OTROS;AGRICULTOR;NO;NO APLICA;NO APLICA;CONYUGE;;NO APLICA;NO APLICA;NO APLICA;NO APLICA;MUJER;HOMBRE;NO APLICA;ARMA CONTUNDENTE;FEMICIDIO;NO APLICA;NO APLICA;NO;NO APLICA
ENTRE 35 Y 44 AÑOS;2018;QUITO;PICHINCHA;FEMICIDIO;170101818043982;;NO;SI;NO;SI;PUBLICO;VIOLENCIA PSICOLOGICA CONTRA LA MUJER O MIEMBROS DEL NUCLEO FAMILIAR;NO;DAÑOS MATERIALES;SI;NO;34 AÑOS Y 8 MESES;NO;URBANA;OBJETO CONTUSO;NO;NO;FEMICIDIO;SENTENCIADO;NO APLICA;17;1;1;;141 FEMICIDIO;141 FEMICIDIO;ACUSATORIO;NINGUNA;SI;27;35;NO;RESUELTA;SENTENCIADO;CASADO/A;SOLTERO/A;MESTIZO/A;MESTIZO/A;15/4/2018;;24/3/2019;15/4/2018;;15/4/2018;20/4/2018;8/8/2019;;24/1/2020 0:00:00;NO APLICA;NO;ENTRE 25 Y 34 AÑOS;NO;SI;17:40;09:00;30/12/1899 16:40:00;37651;SI;;SAI;SIN DATO;-0,342974;-78,219039;OTRO LUGAR;BOSQUE Y RESERVAS ECOLOGICAS;NO APLICA;6;4;NO APLICA;NO APLICA;ECUADOR;ECUADOR;;NO;141 FEMICIDIO;141 FEMICIDIO;;BACHILLERATO;BACHILLERATO;PRIMARIA;1;NO APLICA;17284201900290;SIN DATO;SIN DATO;SIN DATO;NO APLICA;47.6;NO;NO;SI;NO;HERIDAS CONTUSAS;NO;VIOLENCIA INTRAFAMILIAR;SENTIMENTAL;NO APLICA;ESTUDIANTE;EMPLEADO;NO;NO;NO APLICA;EXPAREJA;;NO APLICA;NO APLICA;NO;NO;MUJER;HOMBRE;SENTENCIA;ARMA CONTUNDENTE;FEMICIDIO;CONDENATORIA;CONDENATORIA;NO;SIN DATO
